district,date,centx,centy,ipc,area,pop,closest_district,date_future,conflict_count,fatalities,fatalities_per_pop,fatalities_per_area,fatalities_per_poparea,conflicts_per_pop,conflicts_per_area,conflicts_per_poparea
Tonj South,2016-02-01,28.73467,7.080619,2.0,7454.946,89092.0,Tonj South,2016-02-01,2,2.5,2.806088088717281e-05,0.0003353478348468252,0.2091923517263054,2.244870470973825e-05,0.00026827826787746017,0.16735388138104432
Tonj South,2016-06-01,28.73467,7.080619,3.0,7454.946,89092.0,Tonj South,2016-06-01,2,1.5,1.6836528532303687e-05,0.0002012087009080951,0.12551541103578323,2.244870470973825e-05,0.00026827826787746017,0.16735388138104432
Tonj South,2016-10-01,28.73467,7.080619,2.0,7454.946,89092.0,Tonj South,2016-10-01,2,3.0,3.3673057064607374e-05,0.0004024174018161902,0.25103082207156646,2.244870470973825e-05,0.00026827826787746017,0.16735388138104432
Tonj South,2017-02-01,28.73467,7.080619,2.0,7454.946,78423.0,Tonj South,2017-02-01,2,0.0,0.0,0.0,0.0,2.5502722415617867e-05,0.00026827826787746017,0.19012141846142075
Tonj South,2017-06-01,28.73467,7.080619,3.0,7454.946,78423.0,Tonj South,2017-06-01,2,4.5,5.73811254351402e-05,0.0006036261027242854,0.4277731915381967,2.5502722415617867e-05,0.00026827826787746017,0.19012141846142075
Tonj South,2017-10-01,28.73467,7.080619,2.0,7454.946,78423.0,Tonj South,2017-10-01,6,1.67,2.1294773217040918e-05,0.0002240123536776792,0.15875138441528633,7.650816724685361e-05,0.0008048348036323804,0.5703642553842623
Tonj South,2018-02-01,28.73467,7.080619,3.0,7454.946,67754.0,Tonj South,2018-02-01,2,0.5,7.379638102547451e-06,6.706956696936504e-05,0.05501480355403371,2.9518552410189804e-05,0.00026827826787746017,0.22005921421613484
Tonj South,2018-06-01,28.73467,7.080619,3.0,7454.946,67754.0,Tonj South,2018-06-01,10,5.6,8.265194674853145e-05,0.0007511791500568884,0.6161657998051775,0.00014759276205094903,0.0013413913393873008,1.1002960710806742
Tonj South,2018-10-01,28.73467,7.080619,2.0,7454.946,67754.0,Tonj South,2018-10-01,8,2.88,4.250671547067332e-05,0.0003863207057435426,0.31688526847123416,0.00011807420964075921,0.0010731130715098407,0.8802368568645393
Tonj South,2019-02-01,28.73467,7.080619,3.0,7454.946,57086.0,Tonj South,2019-02-01,6,3.67,6.428896752268508e-05,0.0004922906215551393,0.47927078127737094,0.00010510457905616088,0.0008048348036323804,0.7835489612164103
Tonj South,2019-06-01,28.73467,7.080619,3.0,7454.946,57086.0,Tonj South,2019-06-01,5,4.4,7.707669130785131e-05,0.0005902121893304124,0.5746025715587009,8.75871492134674e-05,0.0006706956696936504,0.6529574676803419
Tonj South,2019-10-01,28.73467,7.080619,2.0,7454.946,57086.0,Tonj South,2019-10-01,6,2.5,4.37935746067337e-05,0.0003353478348468252,0.32647873384017095,0.00010510457905616088,0.0008048348036323804,0.7835489612164103
Tonj South,2020-02-01,28.73467,7.080619,3.0,7454.946,85990.59,Tonj South,2020-02-01,4,1.0,1.1629179425330144e-05,0.00013413913393873009,0.08669490464014726,4.6516717701320574e-05,0.0005365565357549203,0.34677961856058903
Rumbek North,2013-01-01,29.70424,7.52458,2.0,4121.468,52351.0,Rumbek North,2013-01-01,1,0.0,0.0,0.0,0.0,1.9101831865675918e-05,0.00024263199423118172,0.0787275887757636
Rumbek North,2013-07-01,29.70424,7.52458,3.0,4121.468,52351.0,Rumbek North,2013-07-01,2,10.5,0.00020056923458959715,0.002547635939427408,0.8266396821455178,3.8203663731351835e-05,0.00048526398846236344,0.1574551775515272
Rumbek North,2013-10-01,29.70424,7.52458,2.0,4121.468,52351.0,Rumbek North,2013-10-01,5,1.6,3.056293098508147e-05,0.0003882111907698908,0.12596414204122175,9.550915932837959e-05,0.0012131599711559086,0.39363794387881795
Rumbek North,2014-01-01,29.70424,7.52458,2.0,4121.468,52770.0,Rumbek North,2014-01-01,3,0.33,6.253553155201819e-06,8.006855809628997e-05,0.02577381921546333,5.6850483229107444e-05,0.0007278959826935451,0.234307447413303
Rumbek North,2014-07-01,29.70424,7.52458,2.0,4121.468,52770.0,Rumbek North,2014-07-01,3,6.33,0.00011995451961341672,0.0015358605234833803,0.49438871404206935,5.6850483229107444e-05,0.0007278959826935451,0.234307447413303
Rumbek North,2014-10-01,29.70424,7.52458,1.0,4121.468,52770.0,Rumbek North,2014-10-01,5,31.0,0.0005874549933674436,0.007521591821166633,2.421176956604131,9.475080538184574e-05,0.0012131599711559086,0.390512412355505
Rumbek North,2015-01-01,29.70424,7.52458,2.0,4121.468,53190.0,Rumbek North,2015-01-01,6,7.5,0.0001410039481105471,0.0018197399567338628,0.5811432600112802,0.00011280315848843768,0.0014557919653870903,0.46491460800902423
Rumbek North,2015-04-01,29.70424,7.52458,3.0,4121.468,53190.0,Rumbek North,2015-04-01,1,12.0,0.00022560631697687535,0.0029115839307741805,0.9298292160180485,1.880052641473961e-05,0.00024263199423118172,0.07748576800150404
Rumbek North,2015-07-01,29.70424,7.52458,3.0,4121.468,53190.0,Rumbek North,2015-07-01,1,7.0,0.0001316036849031773,0.001698423959618272,0.5424003760105283,1.880052641473961e-05,0.00024263199423118172,0.07748576800150404
Rumbek North,2015-10-01,29.70424,7.52458,2.0,4121.468,53190.0,Rumbek North,2015-10-01,2,78.0,0.0014664410603496898,0.018925295550032174,6.043889904117315,3.760105282947922e-05,0.00048526398846236344,0.1549715360030081
Rumbek North,2016-02-01,29.70424,7.52458,2.0,4121.468,76162.0,Rumbek North,2016-02-01,2,4.0,5.251962921141777e-05,0.0009705279769247269,0.21645797116672355,2.6259814605708884e-05,0.00048526398846236344,0.10822898558336178
Rumbek North,2016-10-01,29.70424,7.52458,2.0,4121.468,76162.0,Rumbek North,2016-10-01,1,3.0,3.938972190856333e-05,0.0007278959826935451,0.16234347837504268,1.3129907302854442e-05,0.00024263199423118172,0.05411449279168089
Rumbek North,2017-02-01,29.70424,7.52458,3.0,4121.468,99135.0,Rumbek North,2017-02-01,1,3.0,3.0261764260856407e-05,0.0007278959826935451,0.12472289302466333,1.0087254753618803e-05,0.00024263199423118172,0.041574297674887774
Rumbek North,2017-06-01,29.70424,7.52458,3.0,4121.468,99135.0,Rumbek North,2017-06-01,3,7.67,7.736924396025621e-05,0.0018609873957531637,0.31887486316638924,3.0261764260856407e-05,0.0007278959826935451,0.12472289302466333
Rumbek North,2017-10-01,29.70424,7.52458,3.0,4121.468,99135.0,Rumbek North,2017-10-01,3,3.33,3.359055832955061e-05,0.0008079645407898351,0.1384424112573763,3.0261764260856407e-05,0.0007278959826935451,0.12472289302466333
Rumbek North,2018-10-01,29.70424,7.52458,4.0,4121.468,122107.0,Rumbek North,2018-10-01,2,2.0,1.637907736657194e-05,0.00048526398846236344,0.06750584323585052,1.637907736657194e-05,0.00048526398846236344,0.06750584323585052
Rumbek North,2019-06-01,29.70424,7.52458,4.0,4121.468,145080.0,Rumbek North,2019-06-01,2,6.0,4.1356492969396195e-05,0.0014557919653870903,0.1704494623655914,1.3785497656465398e-05,0.00048526398846236344,0.05681648745519713
Akobo,2011-10-01,32.85308,7.799214,3.0,9027.626,167384.0,Akobo,2011-10-01,1,0.0,0.0,0.0,0.0,5.974286670171582e-06,0.00011077109308693116,0.053933625675094396
Akobo,2012-04-01,32.85308,7.799214,3.0,9027.626,171214.0,Akobo,2012-04-01,4,9.5,5.548611678951488e-05,0.001052325384325846,0.500907910568061,2.3362575490322054e-05,0.00044308437234772465,0.21090859392339412
Akobo,2012-07-01,32.85308,7.799214,3.0,9027.626,171214.0,Akobo,2012-07-01,3,24.67,0.00014408868433656128,0.002732722866454592,1.3007787530225332,1.752193161774154e-05,0.00033231327926079346,0.1581814454425456
Akobo,2012-10-01,32.85308,7.799214,2.0,9027.626,171214.0,Akobo,2012-10-01,1,10.0,5.840643872580513e-05,0.0011077109308693116,0.5272714848084853,5.8406438725805135e-06,0.00011077109308693116,0.05272714848084853
Akobo,2013-01-01,32.85308,7.799214,2.0,9027.626,175044.0,Akobo,2013-01-01,1,0.0,0.0,0.0,0.0,5.712849340737186e-06,0.00011077109308693116,0.05157346724252188
Akobo,2013-04-01,32.85308,7.799214,2.0,9027.626,175044.0,Akobo,2013-04-01,1,7.0,3.9989945385160306e-05,0.0007753976516085181,0.3610142706976532,5.712849340737186e-06,0.00011077109308693116,0.05157346724252188
Akobo,2013-07-01,32.85308,7.799214,3.0,9027.626,175044.0,Akobo,2013-07-01,1,85.0,0.00048559219396266084,0.009415542912389148,4.38374471561436,5.712849340737186e-06,0.00011077109308693116,0.05157346724252188
Akobo,2013-10-01,32.85308,7.799214,2.0,9027.626,175044.0,Akobo,2013-10-01,2,14.5,8.28363154406892e-05,0.0016061808497605018,0.7478152750165673,1.1425698681474372e-05,0.00022154218617386232,0.10314693448504376
Akobo,2014-04-01,32.85308,7.799214,3.0,9027.626,178874.0,Akobo,2014-04-01,3,8.67,4.846987264778559e-05,0.0009603853770636931,0.43756788253183804,1.677158223106768e-05,0.00033231327926079346,0.1514075718103246
Akobo,2014-10-01,32.85308,7.799214,2.0,9027.626,178874.0,Akobo,2014-10-01,2,0.5,2.7952637051779465e-06,5.538554654346558e-05,0.025234595301720765,1.1181054820711786e-05,0.00022154218617386232,0.10093838120688306
Akobo,2015-01-01,32.85308,7.799214,2.0,9027.626,182703.0,Akobo,2015-01-01,2,2.0,1.0946727749407508e-05,0.00022154218617386232,0.09882296404547271,1.0946727749407508e-05,0.00022154218617386232,0.09882296404547271
Akobo,2015-07-01,32.85308,7.799214,2.0,9027.626,182703.0,Akobo,2015-07-01,1,0.0,0.0,0.0,0.0,5.473363874703754e-06,0.00011077109308693116,0.049411482022736354
Akobo,2015-10-01,32.85308,7.799214,1.0,9027.626,182703.0,Akobo,2015-10-01,2,2.0,1.0946727749407508e-05,0.00022154218617386232,0.09882296404547271,1.0946727749407508e-05,0.00022154218617386232,0.09882296404547271
Akobo,2016-06-01,32.85308,7.799214,2.0,9027.626,176165.0,Akobo,2016-06-01,3,20.0,0.000113529929327619,0.002215421861738623,1.0249057417761758,1.702948939914285e-05,0.00033231327926079346,0.15373586126642635
Akobo,2016-10-01,32.85308,7.799214,2.0,9027.626,176165.0,Akobo,2016-10-01,2,1.0,5.67649646638095e-06,0.00011077109308693116,0.05124528708880879,1.13529929327619e-05,0.00022154218617386232,0.10249057417761757
Akobo,2017-02-01,32.85308,7.799214,2.0,9027.626,169627.0,Akobo,2017-02-01,1,1.0,5.89528789638442e-06,0.00011077109308693116,0.0532204542908853,5.89528789638442e-06,0.00011077109308693116,0.0532204542908853
Akobo,2017-06-01,32.85308,7.799214,3.0,9027.626,169627.0,Akobo,2017-06-01,1,0.0,0.0,0.0,0.0,5.89528789638442e-06,0.00011077109308693116,0.0532204542908853
Akobo,2017-10-01,32.85308,7.799214,3.0,9027.626,169627.0,Akobo,2017-10-01,9,17.22,0.0001015168575757397,0.0019074782229569543,0.9164562228890448,5.305759106745978e-05,0.0009969398377823804,0.4789840886179677
Akobo,2018-02-01,32.85308,7.799214,3.0,9027.626,163089.0,Akobo,2018-02-01,1,0.0,0.0,0.0,0.0,6.131621384642741e-06,0.00011077109308693116,0.05535398463415681
Akobo,2018-06-01,32.85308,7.799214,3.0,9027.626,163089.0,Akobo,2018-06-01,6,1.67,1.0239807712353378e-05,0.00018498772545517503,0.09244115433904186,3.678972830785644e-05,0.0006646265585215869,0.33212390780494083
Akobo,2018-10-01,32.85308,7.799214,3.0,9027.626,163089.0,Akobo,2018-10-01,4,3.25,1.9927769500088907e-05,0.00036000605253252624,0.17990045006100963,2.4526485538570963e-05,0.00044308437234772465,0.22141593853662725
Akobo,2019-02-01,32.85308,7.799214,3.0,9027.626,156551.0,Akobo,2019-02-01,2,12.5,7.984618431054417e-05,0.0013846386635866395,0.7208214894826607,1.2775389489687067e-05,0.00022154218617386232,0.1153314383172257
Akobo,2019-06-01,32.85308,7.799214,3.0,9027.626,156551.0,Akobo,2019-06-01,4,13.0,8.304003168296593e-05,0.001440024210130105,0.749654349061967,2.5550778979374133e-05,0.00044308437234772465,0.2306628766344514
Akobo,2020-02-01,32.85308,7.799214,4.0,9027.626,175967.5,Akobo,2020-02-01,1,0.0,0.0,0.0,0.0,5.682867574978334e-06,0.00011077109308693116,0.05130280307443136
Panyijiar,2013-01-01,30.33662,7.524552,2.0,5359.846,67847.0,Panyijiar,2013-01-01,1,4.0,5.895618081860657e-05,0.000746290098633431,0.3159960499358851,1.4739045204651643e-05,0.00018657252465835775,0.07899901248397127
Panyijiar,2013-04-01,30.33662,7.524552,3.0,5359.846,67847.0,Panyijiar,2013-04-01,2,5.5,8.106474862558403e-05,0.0010261488856209676,0.43449456866184205,2.9478090409303285e-05,0.0003731450493167155,0.15799802496794255
Panyijiar,2013-07-01,30.33662,7.524552,3.0,5359.846,67847.0,Panyijiar,2013-07-01,1,0.0,0.0,0.0,0.0,1.4739045204651643e-05,0.00018657252465835775,0.07899901248397127
Panyijiar,2014-01-01,30.33662,7.524552,2.0,5359.846,69763.0,Panyijiar,2014-01-01,3,3.33,4.773303900348322e-05,0.0006212865071123313,0.2558417381706635,4.300273784097588e-05,0.0005597175739750732,0.23048805240600315
Panyijiar,2014-04-01,30.33662,7.524552,3.0,5359.846,69763.0,Panyijiar,2014-04-01,2,0.0,0.0,0.0,0.0,2.8668491893983916e-05,0.0003731450493167155,0.1536587016040021
Panyijiar,2014-07-01,30.33662,7.524552,3.0,5359.846,69763.0,Panyijiar,2014-07-01,6,10.0,0.00014334245946991957,0.0018657252465835773,0.7682935080200105,8.600547568195176e-05,0.0011194351479501465,0.4609761048120063
Panyijiar,2015-07-01,30.33662,7.524552,4.0,5359.846,71679.0,Panyijiar,2015-07-01,1,0.0,0.0,0.0,0.0,1.3951087487269632e-05,0.00018657252465835775,0.07477568046429219
Panyijiar,2015-10-01,30.33662,7.524552,3.0,5359.846,71679.0,Panyijiar,2015-10-01,5,4.4,6.138478494398639e-05,0.0008209191084967741,0.32901299404288564,6.975543743634817e-05,0.0009328626232917886,0.3738784023214609
Panyijiar,2016-02-01,30.33662,7.524552,3.0,5359.846,90206.0,Panyijiar,2016-02-01,4,2.5,2.7714342726647896e-05,0.0004664313116458943,0.1485446090060528,4.4342948362636634e-05,0.000746290098633431,0.23767137440968444
Panyijiar,2016-06-01,30.33662,7.524552,3.0,5359.846,90206.0,Panyijiar,2016-06-01,2,0.5,5.542868545329579e-06,9.328626232917887e-05,0.029708921801210555,2.2171474181318317e-05,0.0003731450493167155,0.11883568720484222
Panyijiar,2017-06-01,30.33662,7.524552,3.0,5359.846,108732.0,Panyijiar,2017-06-01,1,0.0,0.0,0.0,0.0,9.196924548431005e-06,0.00018657252465835775,0.04929409925320972
Panyijiar,2017-10-01,30.33662,7.524552,3.0,5359.846,108732.0,Panyijiar,2017-10-01,3,3.33,3.062575874627525e-05,0.0006212865071123313,0.16414935051318835,2.7590773645293013e-05,0.0005597175739750732,0.14788229775962916
Panyijiar,2018-02-01,30.33662,7.524552,3.0,5359.846,127259.0,Panyijiar,2018-02-01,1,0.0,0.0,0.0,0.0,7.857990397535735e-06,0.00018657252465835775,0.042117618400270306
Panyijiar,2018-06-01,30.33662,7.524552,3.0,5359.846,127259.0,Panyijiar,2018-06-01,1,0.0,0.0,0.0,0.0,7.857990397535735e-06,0.00018657252465835775,0.042117618400270306
Panyijiar,2019-02-01,30.33662,7.524552,4.0,5359.846,145786.0,Panyijiar,2019-02-01,1,0.0,0.0,0.0,0.0,6.859369212407227e-06,0.00018657252465835775,0.03676516263564402
Panyijiar,2019-06-01,30.33662,7.524552,3.0,5359.846,145786.0,Panyijiar,2019-06-01,2,0.0,0.0,0.0,0.0,1.3718738424814454e-05,0.0003731450493167155,0.07353032527128804
Panyijiar,2019-10-01,30.33662,7.524552,3.0,5359.846,145786.0,Panyijiar,2019-10-01,2,2.0,1.3718738424814454e-05,0.0003731450493167155,0.07353032527128804,1.3718738424814454e-05,0.0003731450493167155,0.07353032527128804
Panyijiar,2020-02-01,30.33662,7.524552,3.0,5359.846,71264.06,Panyijiar,2020-02-01,1,3.0,4.209695602523909e-05,0.0005597175739750732,0.22563320136405363,1.4032318675079698e-05,0.00018657252465835775,0.07521106712135121
Duk,2012-07-01,31.18647,7.617574,3.0,6884.834,82473.0,Duk,2012-07-01,2,44.0,0.0005335079359305469,0.006390858515978744,3.6731135765644516,2.4250360724115773e-05,0.0002904935689081247,0.16695970802565688
Duk,2014-04-01,31.18647,7.617574,3.0,6884.834,86155.0,Duk,2014-04-01,2,2.5,2.901746851604666e-05,0.0003631169611351559,0.19978045383320758,2.3213974812837326e-05,0.0002904935689081247,0.15982436306656608
Duk,2014-07-01,31.18647,7.617574,4.0,6884.834,86155.0,Duk,2014-07-01,20,3.95,4.5847600255353726e-05,0.0005737247985935464,0.31565311705646804,0.0002321397481283733,0.0029049356890812473,1.5982436306656607
Duk,2014-10-01,31.18647,7.617574,3.0,6884.834,86155.0,Duk,2014-10-01,13,0.0,0.0,0.0,0.0,0.00015089083628344263,0.0018882081979028108,1.0388583599326795
Duk,2015-01-01,31.18647,7.617574,3.0,6884.834,87997.0,Duk,2015-01-01,1,0.0,0.0,0.0,0.0,1.1364023773537734e-05,0.00014524678445406236,0.07823941725286089
Duk,2015-10-01,31.18647,7.617574,3.0,6884.834,87997.0,Duk,2015-10-01,2,0.5,5.682011886768867e-06,7.262339222703118e-05,0.039119708626430445,2.272804754707547e-05,0.0002904935689081247,0.15647883450572178
Duk,2016-02-01,31.18647,7.617574,3.0,6884.834,186323.0,Duk,2016-02-01,3,1.0,5.367023931559711e-06,0.00014524678445406236,0.03695106884281597,1.6101071794679133e-05,0.0004357403533621871,0.1108532065284479
Duk,2016-06-01,31.18647,7.617574,3.0,6884.834,186323.0,Duk,2016-06-01,3,1.67,8.962929965704717e-06,0.00024256213003828414,0.06170828496750267,1.6101071794679133e-05,0.0004357403533621871,0.1108532065284479
Duk,2016-10-01,31.18647,7.617574,3.0,6884.834,186323.0,Duk,2016-10-01,1,0.0,0.0,0.0,0.0,5.367023931559711e-06,0.00014524678445406236,0.03695106884281597
Duk,2017-02-01,31.18647,7.617574,3.0,6884.834,284650.0,Duk,2017-02-01,1,1.0,3.5130862462673458e-06,0.00014524678445406236,0.024187015633233794,3.5130862462673458e-06,0.00014524678445406236,0.024187015633233794
Duk,2017-06-01,31.18647,7.617574,4.0,6884.834,284650.0,Duk,2017-06-01,11,3.36,1.1803969787458282e-05,0.0004880291957656495,0.08126837252766554,3.86439487089408e-05,0.001597714628994686,0.2660571719655717
Duk,2018-02-01,31.18647,7.617574,4.0,6884.834,382976.0,Duk,2018-02-01,3,1.67,4.360586564171123e-06,0.00024256213003828414,0.030021914636948525,7.833389037433156e-06,0.0004357403533621871,0.053931583180147055
Duk,2018-06-01,31.18647,7.617574,4.0,6884.834,382976.0,Duk,2018-06-01,4,11.0,2.8722426470588235e-05,0.001597714628994686,0.19774913832720586,1.044451871657754e-05,0.0005809871378162494,0.07190877757352941
Duk,2018-10-01,31.18647,7.617574,3.0,6884.834,382976.0,Duk,2018-10-01,1,1.0,2.611129679144385e-06,0.00014524678445406236,0.017977194393382353,2.611129679144385e-06,0.00014524678445406236,0.017977194393382353
Duk,2019-02-01,31.18647,7.617574,3.0,6884.834,481303.0,Duk,2019-02-01,2,6.5,1.3505006201914386e-05,0.0009441040989514054,0.09297972586915103,4.155386523665965e-06,0.0002904935689081247,0.02860914642127724
Duk,2019-06-01,31.18647,7.617574,4.0,6884.834,481303.0,Duk,2019-06-01,3,1.0,2.0776932618329824e-06,0.00014524678445406236,0.01430457321063862,6.233079785498948e-06,0.0004357403533621871,0.04291371963191586
Duk,2019-10-01,31.18647,7.617574,4.0,6884.834,481303.0,Duk,2019-10-01,1,3.0,6.233079785498948e-06,0.0004357403533621871,0.04291371963191586,2.0776932618329824e-06,0.00014524678445406236,0.01430457321063862
Duk,2020-02-01,31.18647,7.617574,4.0,6884.834,84776.98,Duk,2020-02-01,3,1.0,1.1795654905376436e-05,0.00014524678445406236,0.08121112594480247,3.538696471612931e-05,0.0004357403533621871,0.2436333778344074
Tonj East,2014-07-01,29.28494,7.847276,2.0,4440.182,132977.0,Tonj East,2014-07-01,1,2.0,1.5040194920926174e-05,0.0004504319867969376,0.06678120276438783,7.520097460463087e-06,0.0002252159933984688,0.033390601382193914
Tonj East,2015-01-01,29.28494,7.847276,2.0,4440.182,132992.0,Tonj East,2015-01-01,2,20.0,0.00015038498556304138,0.004504319867969377,0.6677367059672762,1.503849855630414e-05,0.0004504319867969376,0.06677367059672762
Tonj East,2015-04-01,29.28494,7.847276,2.0,4440.182,132992.0,Tonj East,2015-04-01,1,1.0,7.51924927815207e-06,0.0002252159933984688,0.03338683529836381,7.51924927815207e-06,0.0002252159933984688,0.03338683529836381
Tonj East,2015-10-01,29.28494,7.847276,2.0,4440.182,132992.0,Tonj East,2015-10-01,1,4.0,3.007699711260828e-05,0.0009008639735938752,0.13354734119345524,7.51924927815207e-06,0.0002252159933984688,0.03338683529836381
Tonj East,2016-02-01,29.28494,7.847276,2.0,4440.182,134816.0,Tonj East,2016-02-01,3,30.0,0.00022252551625919772,0.006756479801954064,0.988053791834797,2.225255162591977e-05,0.0006756479801954064,0.0988053791834797
Tonj East,2016-06-01,29.28494,7.847276,3.0,4440.182,134816.0,Tonj East,2016-06-01,5,10.8,8.010918585331119e-05,0.002432332728703463,0.3556993650605269,3.708758604319962e-05,0.0011260799669923442,0.16467563197246615
Tonj East,2017-10-01,29.28494,7.847276,2.0,4440.182,136641.0,Tonj East,2017-10-01,1,1.0,7.318447610892778e-06,0.0002252159933984688,0.03249523934982911,7.318447610892778e-06,0.0002252159933984688,0.03249523934982911
Tonj East,2018-10-01,29.28494,7.847276,2.0,4440.182,138465.0,Tonj East,2018-10-01,5,5.8,4.1887841692846565e-05,0.001306252761711119,0.18598964070342683,3.611020835590221e-05,0.0011260799669923442,0.1603358971581266
Tonj East,2019-06-01,29.28494,7.847276,3.0,4440.182,140290.0,Tonj East,2019-06-01,4,13.25,9.444721648014826e-05,0.0029841119125297117,0.4193628305652577,2.851236723929004e-05,0.0009008639735938752,0.12660009979328535
Tonj East,2019-10-01,29.28494,7.847276,2.0,4440.182,140290.0,Tonj East,2019-10-01,1,7.0,4.989664266875757e-05,0.0015765119537892818,0.22155017463824933,7.12809180982251e-06,0.0002252159933984688,0.03165002494832134
Tonj East,2020-02-01,29.28494,7.847276,3.0,4440.182,114737.7,Tonj East,2020-02-01,3,18.0,0.0001568795609464021,0.004053887881172439,0.6965738026821175,2.6146593491067018e-05,0.0006756479801954064,0.11609563378035292
Uror,2012-01-01,32.11129,7.62531,3.0,12222.45,224157.0,Uror,2012-01-01,8,135.25,0.0006033717439116334,0.01106570286644658,7.374680971372745,3.568927135891362e-05,0.0006545332564256756,0.4362103347207538
Uror,2012-04-01,32.11129,7.62531,3.0,12222.45,224157.0,Uror,2012-04-01,1,6.0,2.6766953519185214e-05,0.0004908999423192567,0.3271577510405654,4.461158919864203e-06,8.181665705320945e-05,0.05452629184009423
Uror,2012-07-01,32.11129,7.62531,3.0,12222.45,224157.0,Uror,2012-07-01,2,31.0,0.00013829592651579028,0.002536316368649493,1.6903150470429211,8.922317839728405e-06,0.0001636333141064189,0.10905258368018846
Uror,2014-04-01,32.11129,7.62531,3.0,12222.45,234164.0,Uror,2014-04-01,1,0.0,0.0,0.0,0.0,4.270511265608719e-06,8.181665705320945e-05,0.05219611041833929
Uror,2014-07-01,32.11129,7.62531,4.0,12222.45,234164.0,Uror,2014-07-01,3,6.67,2.8484310141610155e-05,0.0005457171025449071,0.34814805649032304,1.2811533796826156e-05,0.00024544997115962837,0.15658833125501787
Uror,2014-10-01,32.11129,7.62531,3.0,12222.45,234164.0,Uror,2014-10-01,4,0.0,0.0,0.0,0.0,1.7082045062434876e-05,0.0003272666282128378,0.20878444167335716
Uror,2015-10-01,32.11129,7.62531,2.0,12222.45,239168.0,Uror,2015-10-01,2,0.0,0.0,0.0,0.0,8.362322718758362e-06,0.0001636333141064189,0.10220807131388815
Uror,2016-02-01,32.11129,7.62531,3.0,12222.45,206152.0,Uror,2016-02-01,2,0.5,2.425394854282277e-06,4.0908328526604726e-05,0.02964426733672242,9.701579417129108e-06,0.0001636333141064189,0.11857706934688968
Uror,2016-06-01,32.11129,7.62531,3.0,12222.45,206152.0,Uror,2016-06-01,1,4.0,1.9403158834258216e-05,0.0003272666282128378,0.23715413869377935,4.850789708564554e-06,8.181665705320945e-05,0.05928853467344484
Uror,2017-02-01,32.11129,7.62531,3.0,12222.45,173135.0,Uror,2017-02-01,1,275.0,0.001588355907240015,0.022499580689632603,19.413600658445723,5.775839662690964e-06,8.181665705320945e-05,0.07059491148525718
Uror,2017-06-01,32.11129,7.62531,4.0,12222.45,173135.0,Uror,2017-06-01,6,8.83,5.100066422156121e-05,0.0007224410817798395,0.6233530684148209,3.465503797614578e-05,0.0004908999423192567,0.423569468911543
Uror,2017-10-01,32.11129,7.62531,3.0,12222.45,173135.0,Uror,2017-10-01,6,8.5,4.909463713287319e-05,0.0006954415849522804,0.600056747624686,3.465503797614578e-05,0.0004908999423192567,0.423569468911543
Uror,2018-02-01,32.11129,7.62531,4.0,12222.45,140119.0,Uror,2018-02-01,1,0.0,0.0,0.0,0.0,7.136790870617119e-06,8.181665705320945e-05,0.0872290695765742
Uror,2018-06-01,32.11129,7.62531,3.0,12222.45,140119.0,Uror,2018-06-01,8,1.88,1.3417166836760182e-05,0.00015381531526003378,0.1639906508039595,5.709432696493695e-05,0.0006545332564256756,0.6978325566125936
Uror,2018-10-01,32.11129,7.62531,3.0,12222.45,140119.0,Uror,2018-10-01,10,2.2,1.570093991535766e-05,0.00017999664551706081,0.19190395306846325,7.136790870617118e-05,0.0008181665705320946,0.872290695765742
Uror,2019-02-01,32.11129,7.62531,3.0,12222.45,107103.0,Uror,2019-02-01,2,1.5,1.4005209938096972e-05,0.00012272498557981419,0.17117797820789335,1.8673613250795962e-05,0.0001636333141064189,0.22823730427719113
Uror,2019-06-01,32.11129,7.62531,3.0,12222.45,107103.0,Uror,2019-06-01,2,1.5,1.4005209938096972e-05,0.00012272498557981419,0.17117797820789335,1.8673613250795962e-05,0.0001636333141064189,0.22823730427719113
Uror,2019-10-01,32.11129,7.62531,3.0,12222.45,107103.0,Uror,2019-10-01,3,1.0,9.336806625397981e-06,8.181665705320945e-05,0.11411865213859557,2.8010419876193944e-05,0.00024544997115962837,0.3423559564157867
Uror,2020-02-01,32.11129,7.62531,3.0,12222.45,230253.7,Uror,2020-02-01,1,2.0,8.686071059878733e-06,0.0001636333141064189,0.10616506922581483,4.3430355299393665e-06,8.181665705320945e-05,0.05308253461290741
Ulang,2014-04-01,32.8272,8.579216,2.0,4844.418,113275.0,Ulang,2014-04-01,1,0.0,0.0,0.0,0.0,8.828073273008166e-06,0.00020642314515386577,0.04276687706907967
Ulang,2014-10-01,32.8272,8.579216,3.0,4844.418,113275.0,Ulang,2014-10-01,1,0.0,0.0,0.0,0.0,8.828073273008166e-06,0.00020642314515386577,0.04276687706907967
Ulang,2015-10-01,32.8272,8.579216,3.0,4844.418,115910.0,Ulang,2015-10-01,1,28.0,0.00024156673280993876,0.005779848064308242,1.1702502286256578,8.62738331464067e-06,0.00020642314515386577,0.04179465102234492
Ulang,2016-02-01,32.8272,8.579216,3.0,4844.418,105408.0,Ulang,2016-02-01,2,0.0,0.0,0.0,0.0,1.8973891924711598e-05,0.00041284629030773155,0.0919174635701275
